Project Name,Queue Position,Interconnection Request Receive Date,Application Status,Study Process,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Net MWs to Grid,MWh-1,MWh-2,MWh-3,"Full Capacity, Partial or Energy Only (FC/P/EO)",TPD Allocation Percentage,Off-Peak Deliverability and Economic Only,TPD Allocation Group,County,State,Utility,PTO Study Region,Station or Transmission Line,Proposed On-line Date (as filed with IR),Current On-line Date,Suspension Status,Feasibility Study or Supplemental Review,System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),Interconnection Agreement Status,clean substation name,Best GIS Substation Match,GIS Lat,GIS Long,STATEFP,COUNTYFP,Transmission Capacity,Permit Status
DAGGETT SOLAR 1,1312,4/28/2016,ACTIVE,C09,Photovoltaic,Storage,,Solar,Battery,,148.96,118.5,,144,,,,Full Capacity,,Off-Peak Deliverability,,san bernardino,CA,SCE,NOL,Coolwater Substation 115kV,6/30/2020,12/15/2024,,NA,Complete,Complete,NA,Executed,Cool Water,Cool Water,34.86311202,-116.854207,6,71,1204.2787484066364,1
DAGGETT SOLAR 2,1313,4/28/2016,ACTIVE,C09,Photovoltaic,Storage,,Solar,Battery,,188.86,126,,182,,,,Full Capacity,,Off-Peak Deliverability,,san bernardino,CA,SCE,NOL,Kramer Substation 230kV,6/30/2020,8/6/2023,,NA,Complete,Complete,NA,Executed,Kramer,Kramer,34.98947998,-117.542396,6,71,2154.988812267666,1
DAGGETT SOLAR 3,1314,4/28/2016,ACTIVE,C09,Photovoltaic,Storage,,Solar,Battery,,313.88,208,,300,,,,Full Capacity,,Off-Peak Deliverability,,san bernardino,CA,SCE,NOL,Kramer Substation 230kV,6/30/2020,8/6/2023,,NA,Complete,Complete,NA,Executed,Kramer,Kramer,34.98947998,-117.542396,6,71,453.3588064577458,0
WILLY 9,1319,4/25/2016,ACTIVE,C09,Photovoltaic,Storage,,Solar,Battery,,259.842,250,,250,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,SCE,Northern,Whirlwind Substation 230kV,12/31/2020,3/18/2024,,NA,Complete,Complete,NA,Executed,Whirlwind,Whirlwind,34.85927794,-118.4352172,6,29,987.9437355352123,0
SOLAR STAR 3,1322,4/25/2016,ACTIVE,C09,Storage,Photovoltaic,,Battery,Solar,,24.95,25,,24,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,SCE,Northern,Whirlwind Substation 230kV,12/31/2021,11/30/2024,,NA,Complete,Complete,NA,Executed,Whirlwind,Whirlwind,34.85927794,-118.4352172,6,29,416.26041763038165,0
SOLAR STAR 4,1323,4/25/2016,ACTIVE,C09,Storage,Photovoltaic,,Battery,Solar,,24.95,25.05,,24,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,SCE,Northern,Whirlwind Substation 230kV,12/31/2021,11/30/2024,,NA,Complete,Complete,NA,Executed,Whirlwind,Whirlwind,34.85927794,-118.4352172,6,29,833.1598619144759,1
EDSAN 1,1324,4/27/2016,ACTIVE,C09,Photovoltaic,Storage,,Solar,Battery,,118,266,,300,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,SCE,Northern,Windhub Substation 230kV,12/31/2019,8/17/2023,,NA,Complete,Complete,NA,Executed,Windhub,Windhub,35.03484956,-118.2806898,6,29,2567.7770305677977,0
SAGEBRUSH SOLAR 2,1325,4/27/2016,ACTIVE,C09,Photovoltaic,Storage,,Solar,Battery,,1,199,,179,,,,Partial Capacity,90,Off-Peak Deliverability,Group A,kern,CA,SCE,Northern,Vincent Substation 230kV,12/31/2019,7/1/2024,,NA,Complete,Complete,NA,Executed,Vincent,Vincent,34.48596597,-118.1184808,6,29,2457.325782150205,0
CYCLONE SOLAR,1327,4/29/2016,ACTIVE,C09,Photovoltaic,Storage,,Solar,Battery,,57.95,52,,56.87,,,,Partial Capacity,51.24,Off-Peak Deliverability,,kern,CA,SCE,Northern,Whirlwind Substation 230kV,7/1/2019,11/1/2024,,NA,Complete,Complete,NA,Executed,Whirlwind,Whirlwind,34.85927794,-118.4352172,6,29,1101.7292869212015,1
PASTORIA SOLAR,1335,5/2/2016,ACTIVE,C09,Photovoltaic,Storage,,Solar,Battery,,106.875,80,,105.2,,,,Partial Capacity,77,Off-Peak Deliverability,,kern,CA,SCE,Northern,Pastoria Substation 230kV,9/1/2019,10/1/2024,,NA,Complete,Complete,NA,Executed,Pastoria,Pastoria,34.93527777,-118.8431278,6,29,640.3835467790743,0
ARAMIS POWER PLANT,1349,4/28/2017,ACTIVE,C10,Photovoltaic,Storage,,Solar,Battery,,101.4,101.3,,100,,,,Full Capacity,,Off-Peak Deliverability,Group 2,alameda,CA,PGAE,Northern,Cayetano 230 kV,12/31/2020,12/31/2025,,NA,Complete,Complete,NA,Executed,,,37.691461822064916,-122.0807747,6,1,376.15848188291636,1
PAULSELL SOLAR ENERGY CENTER,1350,5/1/2017,ACTIVE,C10,Photovoltaic,Storage,,Solar,Battery,,20,20,,20,,,,Partial Capacity,70,Off-Peak Deliverability,,stanislaus,CA,PGAE,Northern,Crow Creek 60 kV,12/31/2019,5/10/2024,,NA,Complete,Complete,NA,Executed,,,37.61769680929514,-120.9758387,6,99,346.15658130121165,1
SAND HILL C,1363,4/29/2017,ACTIVE,C10,Wind Turbine,,,Wind Turbine,,,84.25,,,80.8,,,,Full Capacity,,Off-Peak Deliverability,,alameda,CA,PGAE,Northern,Delta Switching Yard-Tesla 230 kV Line,12/31/2019,4/28/2025,,NA,Complete,Complete,NA,Executed,,,37.68866862366068,-122.1037544,6,1,2560.980557955602,1
WEST FORD FLAT ENERGY STORAGE,1367,4/28/2017,ACTIVE,C10,Storage,,,Battery,,,26.25,,,25,,,,Full Capacity,,,,lake,CA,PGAE,Northern,Fulton 230 kV,1/1/2020,3/15/2024,,NA,Complete,Complete,NA,Executed,,,38.95834810780932,-122.7253018,6,33,1548.5379392408297,1
GONZAGA WIND FARM,1378,4/27/2017,ACTIVE,C10,Wind Turbine,Storage,,Wind Turbine,Battery,,80,50,,76.35,,,,Full Capacity,,Off-Peak Deliverability,Group 2,merced,CA,PGAE,Fresno,Los Banos 70 kV,10/9/2020,10/16/2023,,NA,Complete,Complete,NA,Executed,,,37.28402496158725,-120.6222811,6,47,210.13719934869454,0
HEARTLAND 1,1379,4/26/2017,ACTIVE,C10,Photovoltaic,,,Solar,,,156.04,,,150,,,,Energy Only,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Tranquility 230 kV,9/1/2021,6/30/2028,,NA,Complete,Complete,NA,Executed,,,36.76072984781677,-119.7902869,6,19,1103.4524930637049,1
HEARTLAND 2,1380,4/26/2017,ACTIVE,C10,Photovoltaic,,,Solar,,,156.05,,,150,,,,Energy Only,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Tranquility 230 kV,9/1/2021,6/30/2028,,NA,Complete,Complete,NA,Executed,,,36.753612593951765,-119.7516889,6,19,202.76390718159325,0
LAS CAMAS 1,1382,4/29/2017,ACTIVE,C10,Photovoltaic,,,Solar,,,102.5,,,100,,,,Full Capacity,,Off-Peak Energy Only,Group D,merced,CA,PGAE,Fresno,Los Banos 230 kV,11/30/2021,5/7/2025,,NA,Complete,Complete,NA,Executed,,,37.282358723483526,-120.6068219,6,47,2450.0907364990976,1
REDUX SOLAR,1389,5/1/2017,ACTIVE,C10,Photovoltaic,Storage,,Solar,Battery,,128.24,30,,125,,,,Full Capacity,,Off-Peak Deliverability,Group 2b,fresno,CA,PGAE,Fresno,Gates 230 kV,12/30/2020,12/15/2024,,NA,Complete,Complete,NA,Executed,,,36.720159223536044,-119.7750255,6,19,2903.6128007528987,1
SONRISA,1391,4/29/2017,ACTIVE,C10,Photovoltaic,Storage,,Solar,Battery,,205.1,184,,200,,,,Partial Capacity,46,Off-Peak Deliverability,Group 1,fresno,CA,PGAE,Fresno,Tranquility 230 kV,11/30/2021,12/31/2025,,NA,Complete,Complete,NA,Executed,,,36.76725475825805,-119.7728935,6,19,982.9573210125899,0
DRIFTWOOD STELLA,1394,4/29/2017,ACTIVE,C10,Photovoltaic,Storage,,Solar,Battery,,207.4,184,,200,,,,Energy Only,,Off-Peak Deliverability,Group D,kern,CA,PGAE,Kern,Midway 115 kV,11/30/2021,11/1/2026,,NA,Complete,Complete,NA,Executed,,,35.390096737272074,-118.9314519,6,29,705.1736081948038,0
SANDRINI SOL 1,1397,4/29/2017,ACTIVE,C10,Photovoltaic,Storage,,Solar,Battery,,104.16,92,,100,,,,Partial Capacity,62,Off-Peak Deliverability,,kern,CA,PGAE,Kern,Wheeler Ridge 70 kV,11/30/2021,12/31/2025,,NA,Complete,Complete,NA,Executed,,,35.37658509795232,-118.940791,6,29,1470.044034501688,1
SANDRINI SOL 2,1398,4/29/2017,ACTIVE,C10,Photovoltaic,,,Solar,,,205.1,,,200,,,,Full Capacity,,Off-Peak Deliverability,Group 1,kern,CA,PGAE,Kern,Wheeler Ridge 230 kV,11/30/2021,7/15/2024,,NA,Complete,Complete,NA,Executed,,,35.38562681920978,-118.9636975,6,29,2090.6103929776386,0
ATHOS POWER PLANT,1405,4/28/2017,ACTIVE,C10,Photovoltaic,Storage,,Solar,Battery,,458,450,,450,,,,Partial Capacity,10.6,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Red Bluff Substation 230kV,12/31/2020,5/1/2025,,NA,Complete,Complete,NA,Executed,Red Bluff,Red Bluff,40.18238662,-122.2446178,6,65,624.6755903,0
BALDY MESA,1413,4/29/2017,ACTIVE,C10,Storage,Photovoltaic,,Battery,Solar,,110.04,110.04,,100,,,,Full Capacity,,Off-Peak Deliverability,,san bernardino,CA,SCE,NOL,Roadway Substation 115kV bus,12/31/2020,2/3/2025,,NA,Complete,Complete,NA,Executed,Roadway,Roadway,34.57613889,-117.4131611,6,71,211.68716429088727,0
CAMINO SOLAR,1419,4/27/2017,ACTIVE,C10,Photovoltaic,Storage,,Solar,Battery,,44.88,13.4,,54.28,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,SCE,Northern,Whirlwind Substation 230kV,8/15/2020,3/1/2024,,NA,Complete,Complete,NA,Executed,Whirlwind,Whirlwind,34.85927794,-118.4352172,6,29,2577.972988356092,0
EDSAN 2,1424,4/28/2017,ACTIVE,C10,Photovoltaic,Storage,,Solar,Battery,,357,196,,500,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,SCE,Northern,Windhub Substation 230kV,12/31/2020,8/17/2023,,NA,Complete,Complete,NA,Executed,Windhub,Windhub,35.03484956,-118.2806898,6,29,1759.915604060414,1
MOUNT LAGUNA WIND 2,1429,4/28/2017,ACTIVE,C10,Wind Turbine,,,Wind Turbine,,,400,,,400,,,,Energy Only,,Off-Peak Deliverability,,san diego,CA,SDGE,,Suncrest - Ocotillo 500 kV Line,6/1/2020,8/1/2028,,NA,Complete,Complete,NA,Executed,,,32.90413656415327,-117.1042653,6,73,855.1942418336547,1
STARLIGHT SOLAR,1432,5/1/2017,ACTIVE,C10,Photovoltaic,Storage,,Solar,Battery,,20,17.4,,20,,,,Partial Capacity,87,Off-Peak Deliverability,,san diego,CA,SDGE,None,Boulevard East Substation 69 kV,6/1/2020,4/30/2025,,NA,Complete,Complete,NA,Executed,Boulevard East,,32.897057617332074,-117.107518,6,73,561.6302852441902,1
AJO POWER BANK,1442,4/5/2018,ACTIVE,C11,Storage,,,Battery,,,124.3,,,120,,,,Full Capacity,,,,santa clara,CA,PGAE,Northern,Llagas-Gilroy Foods 115 kV line,12/1/2020,1/1/2028,,NA,Complete,Complete,NA,Executed,,,37.333939085136834,-121.9204498,6,85,480.73252127160134,1
ANGELA,1443,4/13/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,40,20,,40,,,,Full Capacity,,Off-Peak Deliverability,Group 2a,tulare,CA,PGAE,Kern,Olive 115 kV,11/30/2021,12/30/2024,,NA,Complete,Complete,NA,Executed,,,36.23418114625729,-119.2195021,6,107,2883.1902285057513,1
SALOON ENERGY STORAGE,1444,4/4/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,150,150,,150,,,,Partial Capacity,92,Off-Peak Deliverability,,colusa,CA,PGAE,Northern,Cortina 115 kV,12/1/2022,5/1/2026,,NA,Complete,Complete,NA,Executed,,,39.136335567618964,-122.1000851,6,11,594.5581356,0
HUMMINGBIRD ENERGY STORAGE,1454,4/9/2018,ACTIVE,C11,Storage,,,Battery,,,75,,,75,,,,Full Capacity,,,Group 1a,santa clara,CA,PGAE,Northern,Metcalf 115 kV,12/31/2020,5/1/2023,,NA,Complete,Complete,NA,Executed,,,37.30842313797603,-121.8921444,6,85,2179.0559837390556,1
JANUS,1455,4/12/2018,ACTIVE,C11,Storage,Photovoltaic,,Battery,Solar,,80,83.54,,80,,,,Full Capacity,,Off-Peak Deliverability,,colusa,CA,PGAE,Northern,Cortina 60 kV,12/31/2021,2/1/2024,,NA,Complete,Complete,NA,Executed,,,39.16020769038203,-122.1014874,6,11,1339.8976304187427,1
LAS CAMAS 3,1456,4/10/2018,ACTIVE,C11,Photovoltaic,,,Solar,,,102.5,,,100,,,,Full Capacity,,Off-Peak Energy Only,Group D,merced,CA,PGAE,Fresno,Los Banos 230 kV,11/30/2022,2/7/2025,,NA,Complete,Complete,NA,Executed,,,37.253686068364985,-120.6243435,6,47,2829.2143038361414,0
MILPA POWER BANK,1457,4/9/2018,ACTIVE,C11,Storage,,,Battery,,,3,,,3,,,,Full Capacity,,,,santa clara,CA,PGAE,Northern,Los Esteros 115 kV,12/1/2020,4/29/2025,,NA,Complete,Complete,NA,,,,37.303046590736116,-121.8879193,6,85,1045.791347586096,0
MULQUEENEY RANCH WIND 2,1459,4/12/2018,ACTIVE,C11,Wind Turbine,,,Wind Turbine,,,62.5,,,60,,,,Full Capacity,,Off-Peak Deliverability,Group 2b,alameda,CA,PGAE,Northern,Tesla 230 kV,12/15/2021,11/30/2024,,NA,Complete,Complete,NA,Executed,,,37.70130507570262,-122.1070765,6,1,500.7809934790071,1
RECLAIMED WIND,1461,4/4/2018,ACTIVE,C11,Wind Turbine,,,Wind Turbine,,,112.2,,,90.7,,,,Partial Capacity,53,Off-Peak Deliverability,Group 3,alameda,CA,PGAE,Northern,Kelso-Tesla Tap 230 kV,12/31/2020,4/4/2025,,NA,Complete,Complete,NA,Executed,,,37.683741459563656,-122.1225164,6,1,508.9353144774519,0
SOLANO 4 WIND,1463,4/4/2018,ACTIVE,C11,Wind Turbine,,,Wind Turbine,,,92.354,,,90.8,,,,Full Capacity,,Off-Peak Deliverability,Group 1,solano,CA,PGAE,Northern,Birds Landing 230 kV,3/31/2023,4/30/2025,,NA,Complete,Complete,NA,Executed,,,38.21382126922368,-122.0567297,6,95,469.72449172972216,0
CABALLERO STORAGE,1470,4/13/2018,ACTIVE,C11,Storage,,,Battery,,,106.2,,,99.7,,,,Full Capacity,,,Group 2a,san luis obispo,CA,PGAE,Kern,Mesa 230 kV,12/1/2021,5/15/2024,,NA,Complete,Complete,NA,Executed,,,35.36330513,-120.6442296,6,79,2978.661184164947,1
KEY STORAGE 1,1479,4/11/2018,ACTIVE,C11,Storage,,,Battery,,,309.3,,,300.1,,,,Full Capacity,,,Group 3,fresno,CA,PGAE,Fresno,Gates 500 kV,12/1/2022,10/1/2025,,NA,Complete,Complete,NA,Executed,,,36.73330454080019,-119.766185,6,19,2525.4200713898117,1
PANOCHE ENERGY CENTER C11,1484,4/10/2018,ACTIVE,C11,Gas Turbine,,,Natural Gas,,,63,,,63,,,,Partial Capacity,41,,,fresno,CA,PGAE,Fresno,Panoche 230 kV,7/1/2020,6/30/2022,,NA,Complete,Complete,NA,,,,36.76255916903943,-119.7499755,6,19,1387.2106929642403,0
TEPONA OFF-SHORE WIND,1491,4/14/2018,ACTIVE,C11,Wind Turbine,,,Wind Turbine,,,161.925,,,156,,,,Energy Only,,Off-Peak Energy Only,Group 3,humboldt,CA,PGAE,Northern,Humboldt 115 kV,10/1/2024,3/1/2026,,NA,Complete,Complete,NA,,,,40.77251628139403,-124.074819,6,23,1454.8194471081845,1
AZALEA,1493,4/16/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,61.3,38,,60,,,,Partial Capacity,92,Off-Peak Deliverability,,kern,CA,PGAE,Kern,Arco 70 kV,11/1/2022,3/9/2025,,NA,Complete,Complete,NA,Executed,,,35.34489572,-118.9389272,6,29,396.73302572191943,1
CHALAN SOLAR,1495,4/13/2018,ACTIVE,C11,Storage,Photovoltaic,,Battery,Solar,,25.2,66.6,,64.9,,,,Full Capacity,,Off-Peak Deliverability,Group 1a,kern,CA,PGAE,Kern,Arco 230 kV,12/1/2021,9/30/2024,,NA,Complete,Complete,NA,Executed,,,35.352013215740186,-118.930059,6,29,2358.034041870767,1
DESCENDANT RANCH 1,1496,4/11/2018,ACTIVE,C11,Storage,Photovoltaic,,Battery,Solar,,510,513.5,,500,,,,Partial Capacity,9.6,Off-Peak Deliverability,Group 1b,colusa,CA,PGAE,Northern,Delevan 230 kV,12/1/2023,6/21/2025,,NA,Complete,Complete,NA,Executed,,,39.13599957882321,-122.069993,6,11,2478.830469663447,1
JASMINE,1499,4/16/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,71.161,70,,70,,,,Partial Capacity,92,Off-Peak Deliverability,,kern,CA,PGAE,Kern,Lakeview 70 kV,11/1/2022,8/31/2026,,NA,Complete,Complete,NA,Executed,,,35.39331385630494,-118.9473733,6,29,2477.589110706263,1
PROSPECT ENERGY STORAGE,1507,4/16/2018,ACTIVE,C11,Storage,,,Battery,,,58.75,,,49.9,,,,Full Capacity,,,Group 1,sacramento,CA,PGAE,Northern,Gold Hill 60 kV,6/1/2022,3/31/2026,Suspended,NA,Complete,Complete,NA,Executed,,,38.58857014237136,-121.3806904,6,67,496.9399185960497,0
BELLEFIELD SOLAR FARM,1510,4/16/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,500,500,,500,,,,Full Capacity,,Off-Peak Deliverability,Group 3,kern,CA,SCE,Northern,Windhub Substation 230kV,10/1/2022,10/2/2024,,NA,Complete,Complete,NA,Executed,Windhub,Windhub,35.03484956,-118.2806898,6,29,1677.9800543399058,1
REXFORD SOLAR FARM,1516,4/16/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,300,240,,300,,,,Full Capacity,,Off-Peak Deliverability,Group 3,tulare,CA,SCE,Northern,Vestal Substation 230kV,10/1/2022,9/1/2024,,NA,Complete,Complete,NA,Executed,Vestal,Vestal,35.8417435,-119.085048,6,107,1891.6473452087716,1
SANBORN SOLAR 2,1518,4/13/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,236,382,,500,,,,Partial Capacity,63.56,Off-Peak Deliverability,,kern,CA,SCE,Northern,Windhub Substation 230kV,12/31/2022,12/1/2023,,NA,Complete,Complete,NA,Executed,Windhub,Windhub,35.03484956,-118.2806898,6,29,421.3814721162903,0
BALDY MESA 2,1519,4/15/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,110.88,49.9,,100,,,,Full Capacity,,Off-Peak Deliverability,Group 2,san bernardino,CA,SCE,NOL,Roadway Substation 115kV,12/15/2021,2/3/2025,,NA,Complete,Complete,NA,Executed,Roadway,Roadway,34.57613889,-117.4131611,6,71,2785.6987685995036,1
QUARTZITE SOLAR 11,1526,4/11/2018,ACTIVE,C11,Storage,Photovoltaic,,Battery,Solar,,75,155.43,,150,,,,Full Capacity,,Off-Peak Deliverability,Group 2,riverside,CA,SCE,Eastern,Colorado River Substation 230kV,12/30/2022,12/21/2024,,NA,Complete,Complete,NA,Executed,Colorado River,Colorado River,33.57898011,-114.8159277,6,65,1437.4431877581599,0
WINDY WASH SOLAR,1528,4/13/2018,ACTIVE,C11,Photovoltaic,,,Solar,,,79,,,79,,,,Energy Only,,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Devers Substation 220kV,6/30/2021,12/31/2022,,NA,Complete,Complete,NA,,Devers,Devers,33.93691612,-116.5773269,6,65,1986.9737151062222,0
BATERIA DEL SUR,1531,4/16/2018,ACTIVE,C11,Storage,,,Battery,,,350,,,350,,,,Partial Capacity,37,,Group 3,imperial,CA,SDGE,,Imperial Valley Substation 230 kV,5/1/2022,12/31/2024,,NA,Complete,Complete,NA,Executed,Imperial Valley,Imperial Valley,32.85615594,-115.5637445,6,25,2401.193654365824,1
KETTLE SOLAR ONE,1532,4/16/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,90,90,,90,,,,Full Capacity,,Off-Peak Deliverability,,san diego,CA,SDGE,,Carrizo Gorge Switchyard 138 kV,12/1/2020,10/31/2026,,NA,Complete,Complete,NA,Executed,,,32.87993579246564,-117.122244,6,73,1161.5687519315018,0
IRVING STORAGE,1539,3/5/2019,ACTIVE,ISP,Storage,,,Battery,,,782.79,,,750,,,,Full Capacity,,,,monterey,CA,PGAE,Northern,Moss Landing 500 kV,12/1/2022,11/30/2025,,NA,Complete,Complete,NA,Executed,,,36.61747908033892,-121.6394378,6,53,2692.1267625997084,1
TANAGER STORAGE,1550,4/2/2019,ACTIVE,C12,Storage,,,Battery,,,200,,,200,,,,Full Capacity,,,Group 2,santa clara,CA,PGAE,Northern,Los Esteros 230 kV,6/30/2023,4/1/2025,,NA,Complete,Complete,NA,Executed,,,37.31781883681619,-121.912267,6,85,1553.4917406517004,0
CORMORANT STORAGE,1552,4/2/2019,ACTIVE,C12,Storage,,,Battery,,,250,,,250,,,,Full Capacity,,,Group 2,san francisco,CA,PGAE,Northern,Martin 115 kV,6/30/2023,3/14/2025,,NA,Complete,Complete,NA,Executed,,,37.74560837763444,-122.424751,6,75,2588.250105498229,1
JEWELFLOWER STORAGE,1553,4/5/2019,ACTIVE,C12,Storage,,,Battery,,,354.88,,,350,,,,Full Capacity,,,Group 3,santa clara,CA,PGAE,Northern,Metcalf 230 kV,12/31/2022,3/27/2025,,NA,Complete,Complete,NA,,,,37.32594828194987,-121.9078442,6,85,1633.6501954042094,0
NOOSA ENERGY STORAGE,1557,4/15/2019,ACTIVE,C12,Storage,,,Battery,,,100,,,99,,,,Full Capacity,,,Group 3,san joaquin,CA,PGAE,Northern,Ripon 115 kV,12/16/2022,5/1/2025,,NA,Complete,Complete,NA,Executed,,,37.93475830667425,-121.3126193,6,77,1230.7029349182556,0
HYDASPES,1558,4/4/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,41.436,40.562,,40,,,,Energy Only,,Off-Peak Energy Only,Group 5,stanislaus,CA,PGAE,Northern,Miller #1 115 kV Line,12/31/2022,12/31/2022,,NA,Complete,Complete,NA,In Progress,,,37.605419035810044,-120.9571249,6,99,2390.3233966203643,0
DYNAMO SOLAR,1565,4/8/2019,ACTIVE,C12,Photovoltaic,,,Solar,,,24.5,,,24.5,,,,Full Capacity,,Off-Peak Deliverability,Group 3,napa,CA,PGAE,Northern,Tulucay 60 kV,6/30/2023,11/21/2025,,NA,Complete,Complete,NA,Executed,,,38.3393426,-122.3194107,6,55,2550.089235660329,1
AIR STATION 1,1568,4/16/2019,ACTIVE,C12,Photovoltaic,Storage,,Solar,Battery,,21.05,21.05,,40,,,,Energy Only,,Off-Peak Energy Only,Other,kings,CA,PGAE,Fresno,Henrietta-Lemoore NAS 70 kV,12/31/2021,12/31/2021,,NA,Complete,Complete,NA,In Progress,,,36.25910030687808,-119.7129659,6,31,2263.464515626488,0
ARCTURUS,1586,4/4/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,152.29,151.794,,150,,,,Energy Only,,Off-Peak Energy Only,Group 3,kern,CA,PGAE,Kern,Arco 230 kV,12/30/2022,11/3/2026,,NA,Complete,Complete,NA,Executed,,,35.360158393715125,-118.9292686,6,29,2357.849619553442,0
KINGSROAD HYBRID SOLAR,1587,4/16/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,101.78,101.78,,100,,,,Energy Only,,Off-Peak Energy Only,Group 2a,kern,CA,PGAE,Kern,Arco 230 kV,11/30/2023,12/25/2024,,NA,Complete,Complete,NA,Executed,,,35.38056612,-118.9646304,6,29,362.68831198521923,1
PELICANS JAW HYBRID SOLAR,1593,4/9/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,500,500,,500,,,,Partial Capacity,95.55,Off-Peak Energy Only,Group A,kings,CA,PGAE,Fresno,Gates-Midway 230 kV Line,11/30/2022,1/22/2028,,NA,Complete,Complete,NA,Executed,,,36.234371176813085,-119.7137581,6,31,2123.9134036806972,1
BUTTONBUSH SOLAR HYBRID ENERGY CENTER,1596,4/1/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,818,818,,800,,,,Full Capacity,,Off-Peak Deliverability,Group 3,kern,CA,PGAE,Kern,Midway 500 kV,11/1/2025,12/1/2026,,NA,Complete,Complete,NA,Executed,,,35.36625014543227,-118.9376876,6,29,2192.3194391905336,1
ARATINA SOLAR CENTER 2,1604,4/1/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,200,200,,200,,,,Full Capacity,,Off-Peak Deliverability,Group 1a,kern,CA,SCE,NOL,Kramer Substation 230kV,6/1/2022,1/15/2025,,NA,Complete,Complete,NA,Executed,Kramer,Kramer,34.98947998,-117.542396,6,29,2019.1695041721293,0
AVOCET STORAGE,1608,4/1/2019,ACTIVE,C12,Storage,,,Battery,,,200,,,200,,,,Full Capacity,,,Group 2,los angeles,CA,SCE,Metro,Hinson Substation 230kV,6/30/2023,9/1/2024,,NA,Complete,Complete,NA,Executed,Hinson,Hinson,33.81926898,-118.222539,6,37,1064.865586919957,1
COMMERCE ENERGY STORAGE,1611,4/9/2019,ACTIVE,C12,Storage,,,Battery,,,250,,,250,,,,Full Capacity,,,Group 3,los angeles,CA,SCE,Metro,Laguna Bell Substation 230kV,1/1/2023,6/1/2025,,NA,Complete,Complete,NA,Executed,Laguna Bell,Laguna Bell,33.97589882,-118.1478739,6,37,1042.5413558042126,1
KESTREL STORAGE,1615,4/1/2019,ACTIVE,C12,Storage,,,Battery,,,200,,,200,,,,Full Capacity,,,Group 3,los angeles,CA,SCE,Metro,Walnut Substation 220kV,6/30/2023,5/31/2025,,NA,Complete,Complete,NA,Executed,Walnut,Walnut,34.00827064,-117.9499278,6,37,2151.407088726107,1
LOCKHART SOLAR 2,1617,4/5/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,73.26,82.43424,,150,,,,Full Capacity,,Off-Peak Deliverability,Group 2a,san bernardino,CA,SCE,NOL,Kramer Substation 230kV,12/1/2022,9/1/2023,,NA,Complete,Complete,NA,Executed,Kramer,Kramer,34.98947998,-117.542396,6,71,1803.3532016757176,0
GOLDBACK SOLAR CENTER,1619,4/12/2019,ACTIVE,C12,Storage,,,Battery,,,500,,,500,,,,Full Capacity,,Off-Peak Deliverability,Group 3,ventura,CA,SCE,Northern,Moorpark Substation 230 kV,6/1/2023,3/31/2026,,NA,Complete,Complete,NA,Executed,Moorpark,Moorpark,34.28092761,-118.9030066,6,111,1553.6996714741458,1
ANGELENO SOLAR FARM,1625,3/31/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,1150,1150,,1150,,,,Full Capacity,,Off-Peak Deliverability,Group 3,los angeles,CA,SCE,Northern,Vincent Substation 500kV,6/1/2023,4/1/2026,,NA,Complete,Complete,NA,Executed,Vincent,Vincent,34.48596597,-118.1184808,6,37,1704.2770709986346,0
